URL,Player name,Born,Shoots,Country
https://en.khl.ru/players/20711/,Ilya G. Baranov,1995-09-22,left,Russia
https://en.khl.ru/players/15308/,Anton Burdasov,1991-05-09,left,Russia
https://en.khl.ru/players/32057/,Victor Bartley,1988-02-17,left,China
https://en.khl.ru/players/15704/,Ilya Brenyov,1990-05-16,left,Russia
https://en.khl.ru/players/21424/,Patrick Bjorkstrand,1992-07-01,left,Denmark
https://en.khl.ru/players/14842/,Ivan Bykov,1990-04-15,left,Russia
https://en.khl.ru/players/3534/,Alexander Borovkov,1982-01-28,left,Belarus
https://en.khl.ru/players/22930/,Andrei Belevich,1997-08-27,left,Belarus
https://en.khl.ru/players/21086/,Ivan Bezrukov,1997-06-11,right,Russia
https://en.khl.ru/players/15681/,Nursultan Belgibayev,1991-08-03,left,Kazakhstan
https://en.khl.ru/players/14478/,Evgeny Bodrov,1988-01-08,left,Russia
https://en.khl.ru/players/6303/,Alexander Buturlin,1981-09-03,left,Russia
https://en.khl.ru/players/16921/,Sergei Bogoleisha,1990-02-20,right,Belarus
https://en.khl.ru/players/20606/,Nikita Bobryashov,1995-10-10,left,Russia
https://en.khl.ru/players/15129/,Igor Bortnikov,1989-06-08,left,Russia
https://en.khl.ru/players/13805/,Nikolai Bushuyev,1985-03-14,left,Russia
https://en.khl.ru/players/15836/,Georgy Berdyukov,1991-08-19,right,Russia
https://en.khl.ru/players/22424/,Rafael Bikmullin,1997-07-12,left,Russia
https://en.khl.ru/players/22004/,Cam Barker,1986-04-04,left,Canada
https://en.khl.ru/players/5081/,Oleg Belkin,1974-04-11,left,Russia
https://en.khl.ru/players/10855/,Alexander Boikov,1975-02-07,left,Russia
https://en.khl.ru/players/18787/,Niclas Bergfors,1987-03-07,right,Sweden
https://en.khl.ru/players/18034/,Christopher Brennan,1980-08-27,left,Canada
https://en.khl.ru/players/3950/,Anton Babchuk,1984-05-06,right,Russia
https://en.khl.ru/players/22190/,Artyom Bakushin,1997-09-12,left,Kazakhstan
https://en.khl.ru/players/13032/,Ilshat Bilalov,1985-01-15,left,Russia
https://en.khl.ru/players/15966/,Vladimir Bessonov,1990-02-22,right,Russia
https://en.khl.ru/players/15983/,Kirill Brashkin,1992-05-22,left,Russia
https://en.khl.ru/players/33011/,Bruno Bruveris,2002-03-09,left,Latvia
https://en.khl.ru/players/16540/,Rustams Begovs,1993-06-26,left,Latvia
https://en.khl.ru/players/22558/,Chad Billins,1989-05-26,left,USA
https://en.khl.ru/players/18970/,Michal Birner,1986-03-02,left,Czech Republic
https://en.khl.ru/players/16290/,Evgeny Belokhvostikov,1992-02-01,left,Russia
https://en.khl.ru/players/16546/,Elvijs Biezais,1991-06-30,left,Latvia
https://en.khl.ru/players/14365/,Mikhail Biryukov,1985-10-13,left,Russia
https://en.khl.ru/players/19274/,Sergei S. Bolshakov,1996-06-02,left,Russia
https://en.khl.ru/players/10176/,Anton Belov,1986-07-29,left,Russia
https://en.khl.ru/players/14828/,Ivan Boldyrev,1988-01-20,left,Russia
https://en.khl.ru/players/17262/,Zach Boychuk,1989-10-04,left,Canada
https://en.khl.ru/players/6428/,Alexei Bondarev,1983-01-09,left,Russia
https://en.khl.ru/players/18825/,Sergei Belov,1993-08-24,left,Russia
https://en.khl.ru/players/17347/,Dmitry Berezin,1992-12-01,left,Ukraine
https://en.khl.ru/players/24142/,Jonathon Blum,1989-01-30,right,USA
https://en.khl.ru/players/19093/,Vladislav Bogoslovsky,1995-03-04,left,Russia
https://en.khl.ru/players/16082/,Denis Barantsev,1992-04-12,left,Russia
https://en.khl.ru/players/29144/,David Boldizar,1999-01-06,left,Slovakia
https://en.khl.ru/players/17678/,Stanislav Balan,1986-01-30,left,Czech Republic
https://en.khl.ru/players/4800/,Mikhail Balandin,1980-07-27,left,Russia
https://en.khl.ru/players/34700/,Lukas Bengtsson,1994-04-14,right,Sweden
https://en.khl.ru/players/18926/,Martin Bakos,1990-04-18,right,Slovakia
https://en.khl.ru/players/11744/,Yury Butsayev,1978-10-11,left,Russia
https://en.khl.ru/players/22147/,Nick Bailen,1989-12-12,right,Belarus
https://en.khl.ru/players/15249/,Armands Berzins,1983-12-27,left,Latvia
https://en.khl.ru/players/30321/,Yegor Bryzgalov,2001-01-03,left,Russia
https://en.khl.ru/players/25446/,Justin Barnett,1992-08-21,left,USA
https://en.khl.ru/players/21797/,Juraj Bezuch,1993-12-20,left,Slovakia
https://en.khl.ru/players/13916/,Alexander Bumagin,1987-03-01,left,Russia
https://en.khl.ru/players/16825/,Chris Bourque,1986-01-29,left,USA
https://en.khl.ru/players/21110/,Mikhail Byakin,1997-02-08,right,Russia
https://en.khl.ru/players/21604/,Alexei Badun,1989-08-30,left,Belarus
https://en.khl.ru/players/13806/,Denis Bodrov,1986-08-22,left,Russia
https://en.khl.ru/players/29900/,Danil Bashkirov,2001-05-15,left,Russia
https://en.khl.ru/players/20225/,Artur Boltanov,1996-08-09,left,Russia
https://en.khl.ru/players/35874/,Valery Brinkman,2003-02-13,left,Russia
https://en.khl.ru/players/21263/,Yegor Babenko,1997-02-05,left,Russia
https://en.khl.ru/players/24689/,David Booth,1984-11-24,left,USA
