Profile,Player,Position,Season,Year,Team,Number,Games,Goals,Assists,Penalties,Shots,Wins,Losses,Shootouts,Goals_against,Saves,Saves_percentage,Goals_against_average,Shutouts,Icetime,Icetime_seconds
https://en.khl.ru/players/19605/,Jakub Kovar,Goalie,Regular season,2018/2019,Avtomobilist (Ekaterinburg),21.0,50,0,1,0,1443,38,9,2,88,1355,93.9,1.78,8,2958:02,177482
https://en.khl.ru/players/19605/,Jakub Kovar,Goalie,Playoffs,2017/2018,Avtomobilist (Ekaterinburg),21.0,5,0,0,0,143,2,3,0,11,132,92.3,2.22,0,297:53,17873
https://en.khl.ru/players/19605/,Jakub Kovar,Goalie,Regular season,2017/2018,Avtomobilist (Ekaterinburg),21.0,47,0,1,4,1401,23,16,6,103,1298,92.6,2.25,4,2749:59,164999
https://en.khl.ru/players/19605/,Jakub Kovar,Goalie,Regular season,2016/2017,Severstal (Cherepovets),21.0,55,0,2,2,1480,20,27,5,126,1354,91.5,2.45,2,3079:50,184790
https://en.khl.ru/players/19605/,Jakub Kovar,Goalie,Playoffs,2015/2016,Avtomobilist (Ekaterinburg),21.0,2,0,0,0,43,1,1,0,4,39,90.7,3.19,0,75:17,4517
https://en.khl.ru/players/19605/,Jakub Kovar,Goalie,Regular season,2015/2016,Avtomobilist (Ekaterinburg),21.0,42,0,1,2,1053,14,17,7,91,962,91.4,2.32,1,2349:15,140955
https://en.khl.ru/players/19605/,Jakub Kovar,Goalie,Playoffs,2014/2015,Avtomobilist (Ekaterinburg),21.0,5,0,0,0,156,1,4,0,11,145,92.9,2.19,1,300:46,18046
https://en.khl.ru/players/19605/,Jakub Kovar,Goalie,Regular season,2014/2015,Avtomobilist (Ekaterinburg),21.0,60,0,1,4,1668,23,28,8,129,1539,92.3,2.2,8,3513:16,210796
https://en.khl.ru/players/19605/,Jakub Kovar,Goalie,Playoffs,2013/2014,Avtomobilist (Ekaterinburg),21.0,4,0,1,0,112,0,4,0,12,100,89.3,2.61,0,276:03,16563
https://en.khl.ru/players/19605/,Jakub Kovar,Goalie,Regular season,2013/2014,Avtomobilist (Ekaterinburg),21.0,48,0,0,2,1359,20,18,10,94,1265,93.1,2.01,6,2803:41,168221
https://en.khl.ru/players/17592/,Pavel Khomchenko,Goalie,Regular season,2020/2021,Spartak (Moscow),20.0,3,0,0,0,38,0,0,0,7,31,81.6,5.35,0,78:29,4709
https://en.khl.ru/players/17592/,Pavel Khomchenko,Goalie,Playoffs,2019/2020,Spartak (Moscow),20.0,1,0,0,0,11,0,0,0,2,9,81.8,5.37,0,22:20,1340
https://en.khl.ru/players/17592/,Pavel Khomchenko,Goalie,Regular season,2019/2020,Spartak (Moscow),20.0,10,0,0,0,256,2,6,1,22,234,91.4,2.51,0,525:51,31551
https://en.khl.ru/players/5453/,Yury Klyuchnikov,Goalie,Regular season,2013/2014,Lokomotiv (Yaroslavl),50.0,2,0,0,0,38,0,1,0,3,35,92.1,1.95,0,92:24,5544
https://en.khl.ru/players/5453/,Yury Klyuchnikov,Goalie,Regular season,2012/2013,Metallurg (Novokuznetsk),35.0,17,0,0,0,399,2,8,0,49,350,87.7,3.42,1,859:36,51576
https://en.khl.ru/players/5453/,Yury Klyuchnikov,Goalie,Regular season,2011/2012,Sibir (Novosibirsk Region),35.0,20,0,1,2,536,5,8,3,49,487,90.9,2.76,1,1064:30,63870
https://en.khl.ru/players/5453/,Yury Klyuchnikov,Goalie,Playoffs,2010/2011,Sibir (Novosibirsk Region),35.0,2,0,0,0,39,0,1,0,6,33,84.6,4.8,0,74:59,4499
https://en.khl.ru/players/5453/,Yury Klyuchnikov,Goalie,Regular season,2010/2011,Sibir (Novosibirsk Region),35.0,18,0,0,0,468,5,9,3,45,423,90.4,2.74,1,985:36,59136
https://en.khl.ru/players/5453/,Yury Klyuchnikov,Goalie,Regular season,2009/2010,Sibir (Novosibirsk Region),35.0,35,0,1,16,851,13,15,3,95,756,88.8,3.12,2,1828:33,109713
https://en.khl.ru/players/5453/,Yury Klyuchnikov,Goalie,Regular season,2008/2009,Sibir (Novosibirsk Region),35.0,15,0,0,0,310,2,6,1,38,272,87.7,3.34,0,682:36,40956
https://en.khl.ru/players/16924/,Denis Kovalyov,Goalie,Regular season,2012/2013,Dinamo (Minsk),1.0,1,0,0,0,6,0,0,0,1,5,83.3,3.0,0,20:00,1200
https://en.khl.ru/players/16844/,Vladimir Kramar,Goalie,Playoffs,2012/2013,Barys (Nur-Sultan),30.0,1,0,0,0,10,0,0,0,0,10,100.0,0.0,0,22:39,1359
https://en.khl.ru/players/16844/,Vladimir Kramar,Goalie,Regular season,2012/2013,Barys (Nur-Sultan),30.0,1,0,0,0,9,0,0,0,2,7,77.8,6.32,0,19:00,1140
https://en.khl.ru/players/34760/,Alexei Kolosov,Goalie,Regular season,2020/2021,Dinamo (Minsk),35.0,9,0,0,0,258,3,5,1,23,235,91.1,2.69,1,513:13,30793
https://en.khl.ru/players/19452/,Sergei Korobov,Goalie,Regular season,2018/2019,Severstal (Cherepovets),35.0,3,0,0,0,50,1,0,0,3,47,94.0,1.91,0,94:06,5646
https://en.khl.ru/players/13710/,Ivan Kasutin,Goalie,Regular season,2016/2017,Torpedo (Nizhny Novgorod Region),37.0,10,0,0,0,133,1,2,0,18,115,86.5,3.51,0,307:41,18461
https://en.khl.ru/players/13710/,Ivan Kasutin,Goalie,Regular season,2016/2017,Neftekhimik (Nizhnekamsk),98.0,1,0,0,0,32,0,1,0,4,28,87.5,4.0,0,60:00,3600
https://en.khl.ru/players/13710/,Ivan Kasutin,Goalie,Regular season,2016/2017,Summary:,,11,0,0,0,165,1,3,0,22,143,86.7,3.59,0,367:41,22061
https://en.khl.ru/players/13710/,Ivan Kasutin,Goalie,Regular season,2015/2016,Lada (Togliatti),37.0,25,0,0,4,746,3,15,4,62,684,91.7,2.6,2,1429:50,85790
https://en.khl.ru/players/13710/,Ivan Kasutin,Goalie,Playoffs,2014/2015,Torpedo (Nizhny Novgorod Region),37.0,4,0,0,0,115,1,3,0,10,105,91.3,2.65,0,226:15,13575
https://en.khl.ru/players/13710/,Ivan Kasutin,Goalie,Regular season,2014/2015,Torpedo (Nizhny Novgorod Region),37.0,42,0,1,2,1004,18,17,7,85,919,91.5,2.16,5,2358:20,141500
https://en.khl.ru/players/13710/,Ivan Kasutin,Goalie,Playoffs,2013/2014,Torpedo (Nizhny Novgorod Region),48.0,6,0,0,0,180,3,3,0,10,170,94.4,1.53,1,390:53,23453
https://en.khl.ru/players/13710/,Ivan Kasutin,Goalie,Regular season,2013/2014,Torpedo (Nizhny Novgorod Region),48.0,10,0,1,0,259,5,2,2,18,241,93.1,1.96,1,551:39,33099
https://en.khl.ru/players/13710/,Ivan Kasutin,Goalie,Regular season,2013/2014,Severstal (Cherepovets),37.0,9,0,0,0,204,2,5,0,23,181,88.7,3.33,1,413:49,24829
https://en.khl.ru/players/13710/,Ivan Kasutin,Goalie,Regular season,2013/2014,Summary:,,19,0,1,0,463,7,7,2,41,422,91.1,2.55,2,965:28,57928
https://en.khl.ru/players/13710/,Ivan Kasutin,Goalie,Playoffs,2012/2013,SKA (Saint Petersburg),37.0,6,0,0,0,120,4,1,0,9,111,92.5,1.87,2,288:14,17294
https://en.khl.ru/players/13710/,Ivan Kasutin,Goalie,Regular season,2012/2013,Vityaz (Moscow Region),37.0,30,0,0,4,1118,6,15,8,79,1039,92.9,2.6,1,1826:33,109593
https://en.khl.ru/players/13710/,Ivan Kasutin,Goalie,Regular season,2012/2013,SKA (Saint Petersburg),37.0,4,0,0,0,105,3,1,0,9,96,91.4,2.27,0,238:18,14298
https://en.khl.ru/players/13710/,Ivan Kasutin,Goalie,Regular season,2012/2013,Summary:,,34,0,0,4,1223,9,16,8,88,1135,92.8,2.56,1,2064:51,123891
https://en.khl.ru/players/13710/,Ivan Kasutin,Goalie,Regular season,2011/2012,Spartak (Moscow),37.0,36,0,1,6,1187,10,19,6,101,1086,91.5,2.94,1,2059:35,123575
https://en.khl.ru/players/13710/,Ivan Kasutin,Goalie,Regular season,2011/2012,Ak Bars (Kazan),1.0,7,0,1,0,179,3,1,1,21,158,88.3,3.58,0,351:31,21091
https://en.khl.ru/players/13710/,Ivan Kasutin,Goalie,Regular season,2011/2012,Summary:,,43,0,2,6,1366,13,20,7,122,1244,91.1,3.04,1,2411:06,144666
https://en.khl.ru/players/13710/,Ivan Kasutin,Goalie,Playoffs,2010/2011,Neftekhimik (Nizhnekamsk),37.0,7,0,0,2,178,3,3,0,14,164,92.1,2.22,0,377:56,22676
https://en.khl.ru/players/13710/,Ivan Kasutin,Goalie,Regular season,2010/2011,Neftekhimik (Nizhnekamsk),37.0,36,0,0,2,920,14,16,1,89,831,90.3,2.83,2,1886:22,113182
https://en.khl.ru/players/13710/,Ivan Kasutin,Goalie,Playoffs,2009/2010,Neftekhimik (Nizhnekamsk),37.0,9,0,0,0,262,5,4,0,12,250,95.4,1.36,2,528:58,31738
https://en.khl.ru/players/13710/,Ivan Kasutin,Goalie,Regular season,2009/2010,Neftekhimik (Nizhnekamsk),37.0,35,0,1,4,759,19,10,1,87,672,88.5,2.87,1,1816:00,108960
https://en.khl.ru/players/13710/,Ivan Kasutin,Goalie,Playoffs,2008/2009,Neftekhimik (Nizhnekamsk),37.0,4,0,0,0,91,1,2,0,9,82,90.1,2.29,0,236:17,14177
https://en.khl.ru/players/13710/,Ivan Kasutin,Goalie,Regular season,2008/2009,Neftekhimik (Nizhnekamsk),37.0,34,0,1,2,669,11,15,5,72,597,89.2,2.52,2,1714:39,102879
https://en.khl.ru/players/3997/,Vitaly Koval,Goalie,Regular season,2015/2016,Neftekhimik (Nizhnekamsk),1.0,4,0,0,0,81,0,2,0,8,73,90.1,2.73,0,175:43,10543
https://en.khl.ru/players/3997/,Vitaly Koval,Goalie,Regular season,2014/2015,Salavat Yulaev (Ufa),1.0,11,0,0,0,213,6,1,0,14,199,93.4,2.03,3,414:45,24885
https://en.khl.ru/players/3997/,Vitaly Koval,Goalie,Regular season,2013/2014,Torpedo (Nizhny Novgorod Region),31.0,24,0,0,4,597,8,10,4,53,544,91.1,2.32,3,1370:18,82218
https://en.khl.ru/players/3997/,Vitaly Koval,Goalie,Regular season,2012/2013,Torpedo (Nizhny Novgorod Region),31.0,46,0,1,14,1387,17,25,4,121,1266,91.3,2.63,3,2757:36,165456
https://en.khl.ru/players/3997/,Vitaly Koval,Goalie,Playoffs,2011/2012,Torpedo (Nizhny Novgorod Region),31.0,13,0,0,6,458,6,7,0,31,427,93.2,2.22,1,836:04,50164
https://en.khl.ru/players/3997/,Vitaly Koval,Goalie,Regular season,2011/2012,Torpedo (Nizhny Novgorod Region),31.0,30,0,0,16,676,15,9,6,47,629,93.0,1.75,4,1612:04,96724
https://en.khl.ru/players/3997/,Vitaly Koval,Goalie,Playoffs,2010/2011,Atlant (Moscow Region),1.0,4,0,0,0,90,2,1,0,5,85,94.4,1.43,0,210:19,12619
https://en.khl.ru/players/3997/,Vitaly Koval,Goalie,Regular season,2010/2011,Atlant (Moscow Region),1.0,34,0,0,8,787,12,10,9,61,726,92.2,2.05,2,1783:34,107014
https://en.khl.ru/players/3997/,Vitaly Koval,Goalie,Regular season,2009/2010,Dinamo (Minsk),1.0,22,0,0,4,523,8,11,2,51,472,90.2,2.67,2,1147:17,68837
https://en.khl.ru/players/3997/,Vitaly Koval,Goalie,Regular season,2008/2009,Dinamo (Minsk),1.0,30,0,0,4,790,7,18,3,82,708,89.6,2.95,1,1667:57,100077
https://en.khl.ru/players/16094/,Daniil Kudlayev,Goalie,Regular season,2011/2012,Spartak (Moscow),30.0,2,0,0,0,52,0,1,0,8,44,84.6,4.94,0,97:12,5832
https://en.khl.ru/players/19497/,Ondrej Kocian,Goalie,Regular season,2012/2013,Lev (Praha),2.0,1,0,0,0,2,0,0,0,0,2,100.0,0.0,0,3:38,218
https://en.khl.ru/players/9453/,Anton Khudobin,Goalie,Regular season,2012/2013,Atlant (Moscow Region),35.0,26,0,1,2,837,6,14,4,74,763,91.2,2.96,1,1499:59,89999
https://en.khl.ru/players/14917/,Tomas Lawson,Goalie,Regular season,2009/2010,Sibir (Novosibirsk Region),34.0,22,0,1,8,541,4,13,3,68,473,87.4,3.63,1,1124:34,67474
https://en.khl.ru/players/14917/,Tomas Lawson,Goalie,Regular season,2008/2009,Sibir (Novosibirsk Region),34.0,37,0,0,34,998,13,19,4,95,903,90.5,2.64,2,2162:07,129727
https://en.khl.ru/players/21000/,Michael Leighton,Goalie,Playoffs,2013/2014,Donbass (Donetsk),49.0,8,0,0,0,217,3,4,0,20,197,90.8,2.57,0,467:07,28027
https://en.khl.ru/players/21000/,Michael Leighton,Goalie,Regular season,2013/2014,Donbass (Donetsk),49.0,42,0,1,2,1067,20,16,6,71,996,93.3,1.74,6,2448:16,146896
https://en.khl.ru/players/16644/,Stefan Liv,Goalie,Playoffs,2010/2011,Sibir (Novosibirsk Region),1.0,3,0,0,0,107,0,3,0,13,94,87.9,4.75,0,164:14,9854
https://en.khl.ru/players/16644/,Stefan Liv,Goalie,Regular season,2010/2011,Sibir (Novosibirsk Region),1.0,39,0,0,0,1002,19,16,2,84,918,91.6,2.21,4,2282:27,136947
https://en.khl.ru/players/17102/,Edgars Lusins,Goalie,Regular season,2010/2011,Dinamo (Riga),30.0,4,0,0,0,78,1,2,1,8,70,89.7,2.63,0,182:10,10930
https://en.khl.ru/players/13711/,Marc Lamothe,Goalie,Regular season,2008/2009,Barys (Nur-Sultan),35.0,15,0,1,2,394,4,7,1,47,347,88.1,4.1,0,686:59,41219
https://en.khl.ru/players/21134/,Jan Lukas,Goalie,Regular season,2013/2014,Lev (Praha),29.0,1,0,0,0,12,0,0,0,1,11,91.7,1.52,0,39:36,2376
https://en.khl.ru/players/23432/,Joel Lassinantti,Goalie,Regular season,2020/2021,Sochi (Sochi),34.0,15,0,0,0,408,3,11,1,45,363,89.0,3.13,1,863:55,51835
https://en.khl.ru/players/13150/,Jan Lasak,Goalie,Regular season,2012/2013,Spartak (Moscow),25.0,13,0,0,2,352,6,7,0,31,321,91.2,2.37,0,783:40,47020
https://en.khl.ru/players/13150/,Jan Lasak,Goalie,Regular season,2012/2013,Amur (Khabarovsk),25.0,12,0,0,4,384,3,7,1,36,348,90.6,3.16,0,682:50,40970
https://en.khl.ru/players/13150/,Jan Lasak,Goalie,Regular season,2012/2013,Summary:,,25,0,0,6,736,9,14,1,67,669,90.9,2.74,0,1466:30,87990
https://en.khl.ru/players/13150/,Jan Lasak,Goalie,Regular season,2011/2012,Amur (Khabarovsk),1.0,27,0,1,14,792,11,11,3,70,722,91.2,2.74,2,1535:37,92137
https://en.khl.ru/players/13150/,Jan Lasak,Goalie,Playoffs,2009/2010,Atlant (Moscow Region),1.0,4,0,0,0,127,1,2,0,10,117,92.1,2.52,0,238:18,14298
https://en.khl.ru/players/13150/,Jan Lasak,Goalie,Regular season,2009/2010,Atlant (Moscow Region),1.0,21,0,0,4,568,11,6,4,52,516,90.8,2.5,2,1249:15,74955
https://en.khl.ru/players/17536/,Teemu Lassila,Goalie,Regular season,2013/2014,Avangard (Omsk),19.0,10,0,0,4,240,2,5,2,34,206,85.8,4.4,0,463:21,27801
https://en.khl.ru/players/17536/,Teemu Lassila,Goalie,Regular season,2012/2013,Barys (Nur-Sultan),35.0,23,0,1,6,505,10,9,2,53,452,89.5,2.71,2,1173:39,70419
https://en.khl.ru/players/17536/,Teemu Lassila,Goalie,Regular season,2011/2012,Metallurg (Novokuznetsk),35.0,50,0,2,24,1349,18,17,2,101,1248,92.5,2.14,4,2827:11,169631
https://en.khl.ru/players/17149/,Kevin Lalande,Goalie,Playoffs,2016/2017,Dinamo (Minsk),35.0,1,0,0,0,14,0,0,0,3,11,78.6,7.29,0,24:41,1481
https://en.khl.ru/players/17149/,Kevin Lalande,Goalie,Regular season,2016/2017,Dinamo (Minsk),35.0,6,0,0,0,103,2,2,1,11,92,89.3,2.17,0,304:20,18260
https://en.khl.ru/players/17149/,Kevin Lalande,Goalie,Regular season,2015/2016,Dinamo (Minsk),33.0,18,0,0,0,472,4,8,4,45,427,90.5,2.74,2,985:06,59106
https://en.khl.ru/players/17149/,Kevin Lalande,Goalie,Playoffs,2014/2015,CSKA (Moscow),35.0,11,0,1,0,241,6,4,0,17,224,92.9,1.67,2,611:42,36702
https://en.khl.ru/players/17149/,Kevin Lalande,Goalie,Regular season,2014/2015,CSKA (Moscow),35.0,23,0,0,2,457,16,3,2,30,427,93.4,1.39,6,1297:10,77830
https://en.khl.ru/players/17149/,Kevin Lalande,Goalie,Regular season,2013/2014,Dinamo (Minsk),35.0,25,0,0,0,747,6,16,1,71,676,90.5,3.16,1,1349:19,80959
https://en.khl.ru/players/17149/,Kevin Lalande,Goalie,Regular season,2012/2013,Dinamo (Minsk),35.0,8,0,0,0,230,1,7,0,32,198,86.1,4.28,0,448:25,26905
https://en.khl.ru/players/17149/,Kevin Lalande,Goalie,Playoffs,2011/2012,Dinamo (Minsk),35.0,2,0,0,0,42,0,1,0,4,38,90.5,2.26,0,106:04,6364
https://en.khl.ru/players/17149/,Kevin Lalande,Goalie,Regular season,2011/2012,Dinamo (Minsk),35.0,36,0,0,0,916,16,12,5,80,836,91.3,2.4,4,1998:03,119883
https://en.khl.ru/players/17149/,Kevin Lalande,Goalie,Regular season,2010/2011,Vityaz (Moscow Region),41.0,45,0,0,2,1209,10,26,5,117,1092,90.3,2.96,2,2369:49,142189
https://en.khl.ru/players/35315/,Reinis Liepins,Goalie,Regular season,2019/2020,Dinamo (Riga),1.0,2,0,0,0,15,0,1,0,2,13,86.7,4.16,0,28:52,1732
https://en.khl.ru/players/14380/,Ivan Lisutin,Goalie,Playoffs,2017/2018,Torpedo (Nizhny Novgorod Region),84.0,1,0,0,0,10,0,0,0,2,8,80.0,5.15,0,23:18,1398
https://en.khl.ru/players/14380/,Ivan Lisutin,Goalie,Regular season,2017/2018,Torpedo (Nizhny Novgorod Region),84.0,26,0,0,2,559,12,7,1,44,515,92.1,1.99,3,1326:57,79617
https://en.khl.ru/players/14380/,Ivan Lisutin,Goalie,Regular season,2016/2017,Neftekhimik (Nizhnekamsk),84.0,21,0,1,0,547,6,7,3,42,505,92.3,2.39,1,1053:44,63224
https://en.khl.ru/players/14380/,Ivan Lisutin,Goalie,Regular season,2016/2017,Avtomobilist (Ekaterinburg),84.0,6,0,0,0,165,3,1,1,12,153,92.7,2.36,1,304:28,18268
https://en.khl.ru/players/14380/,Ivan Lisutin,Goalie,Regular season,2016/2017,Summary:,,27,0,1,0,712,9,8,4,54,658,92.4,2.39,2,1358:12,81492
https://en.khl.ru/players/14380/,Ivan Lisutin,Goalie,Playoffs,2015/2016,Neftekhimik (Nizhnekamsk),84.0,1,0,0,0,49,0,1,0,3,46,93.9,1.75,0,102:39,6159
https://en.khl.ru/players/14380/,Ivan Lisutin,Goalie,Regular season,2015/2016,Torpedo (Nizhny Novgorod Region),84.0,6,0,0,0,131,1,4,0,12,119,90.8,2.0,1,359:50,21590
https://en.khl.ru/players/14380/,Ivan Lisutin,Goalie,Regular season,2015/2016,Neftekhimik (Nizhnekamsk),84.0,17,0,0,2,461,7,6,0,25,436,94.6,1.79,1,835:44,50144
https://en.khl.ru/players/14380/,Ivan Lisutin,Goalie,Regular season,2015/2016,Summary:,,23,0,0,2,592,8,10,0,37,555,93.8,1.86,2,1195:34,71734
https://en.khl.ru/players/14380/,Ivan Lisutin,Goalie,Regular season,2014/2015,Vityaz (Moscow Region),48.0,17,0,0,2,513,5,11,0,51,462,90.1,3.14,0,975:23,58523
https://en.khl.ru/players/14380/,Ivan Lisutin,Goalie,Regular season,2013/2014,Vityaz (Moscow Region),48.0,36,0,0,2,1162,9,16,10,79,1083,93.2,2.22,6,2130:25,127825
https://en.khl.ru/players/14380/,Ivan Lisutin,Goalie,Regular season,2012/2013,Vityaz (Moscow Region),48.0,17,0,0,2,599,4,9,4,49,550,91.8,2.83,0,1039:18,62358
https://en.khl.ru/players/14380/,Ivan Lisutin,Goalie,Regular season,2011/2012,Metallurg (Magnitogorsk),21.0,7,0,0,2,108,3,0,0,8,100,92.6,2.08,1,230:54,13854
https://en.khl.ru/players/14380/,Ivan Lisutin,Goalie,Regular season,2011/2012,Avtomobilist (Ekaterinburg),20.0,17,0,0,0,513,3,10,3,47,466,90.8,2.98,0,947:41,56861
https://en.khl.ru/players/14380/,Ivan Lisutin,Goalie,Regular season,2011/2012,Summary:,,24,0,0,2,621,6,10,3,55,566,91.1,2.8,1,1178:35,70715
https://en.khl.ru/players/14380/,Ivan Lisutin,Goalie,Regular season,2010/2011,Avtomobilist (Ekaterinburg),20.0,27,0,0,8,776,9,14,3,72,704,90.7,2.99,1,1443:36,86616
https://en.khl.ru/players/14380/,Ivan Lisutin,Goalie,Regular season,2010/2011,Summary:,,27,0,0,8,776,9,14,3,72,704,90.7,2.99,1,1443:36,86616
https://en.khl.ru/players/14380/,Ivan Lisutin,Goalie,Playoffs,2009/2010,Avtomobilist (Ekaterinburg),20.0,4,0,0,0,144,1,3,0,16,128,88.9,4.71,0,204:02,12242
https://en.khl.ru/players/14380/,Ivan Lisutin,Goalie,Regular season,2009/2010,Avtomobilist (Ekaterinburg),20.0,33,0,1,29,921,9,18,3,83,838,91.0,2.65,1,1879:58,112798
https://en.khl.ru/players/17680/,Jan Laco,Goalie,Regular season,2015/2016,Barys (Nur-Sultan),50.0,43,0,3,2,1247,16,17,5,107,1140,91.4,2.68,1,2395:52,143752
https://en.khl.ru/players/17680/,Jan Laco,Goalie,Playoffs,2014/2015,Barys (Nur-Sultan),50.0,7,0,0,0,229,3,4,0,12,217,94.8,1.74,2,414:28,24868
https://en.khl.ru/players/17680/,Jan Laco,Goalie,Regular season,2014/2015,Barys (Nur-Sultan),50.0,43,0,1,4,1413,14,19,8,110,1303,92.2,2.66,3,2484:47,149087
https://en.khl.ru/players/17680/,Jan Laco,Goalie,Playoffs,2013/2014,Donbass (Donetsk),50.0,8,0,0,0,166,3,3,0,11,155,93.4,1.71,0,385:20,23120
https://en.khl.ru/players/17680/,Jan Laco,Goalie,Regular season,2013/2014,Donbass (Donetsk),50.0,14,0,0,0,347,10,2,0,20,327,94.2,1.49,3,806:36,48396
https://en.khl.ru/players/17680/,Jan Laco,Goalie,Regular season,2012/2013,Donbass (Donetsk),50.0,24,0,0,0,692,11,9,4,60,632,91.3,2.52,0,1430:46,85846
https://en.khl.ru/players/17680/,Jan Laco,Goalie,Regular season,2011/2012,Lev (Poprad),50.0,27,0,0,0,827,8,16,3,70,757,91.5,2.57,5,1631:42,97902
https://en.khl.ru/players/23374/,David LeNeveu,Goalie,Regular season,2014/2015,Slovan (Bratislava),80.0,1,0,0,0,7,0,1,0,2,5,71.4,13.87,0,8:39,519
https://en.khl.ru/players/15737/,Nikita Lozhkin,Goalie,Regular season,2014/2015,Metallurg (Novokuznetsk),66.0,10,0,0,0,183,2,4,1,22,161,88.0,3.2,0,412:23,24743
https://en.khl.ru/players/15737/,Nikita Lozhkin,Goalie,Regular season,2013/2014,Metallurg (Novokuznetsk),66.0,27,0,1,6,575,6,11,4,53,522,90.8,2.97,0,1072:30,64350
https://en.khl.ru/players/21498/,Joakim Lundstrom,Goalie,Regular season,2015/2016,Medvescak (Zagreb),31.0,1,0,0,0,38,1,0,0,3,35,92.1,3.18,0,56:39,3399
https://en.khl.ru/players/21498/,Joakim Lundstrom,Goalie,Regular season,2013/2014,Admiral (Vladivostok),84.0,18,0,0,0,550,5,9,0,47,503,91.5,2.72,2,1037:35,62255
https://en.khl.ru/players/1/,Evgeny Lobanov,Goalie,Regular season,2014/2015,Avtomobilist (Ekaterinburg),40.0,2,0,0,0,6,0,0,0,4,2,33.3,15.32,0,15:40,940
https://en.khl.ru/players/1/,Evgeny Lobanov,Goalie,Regular season,2013/2014,Avtomobilist (Ekaterinburg),40.0,9,0,0,0,252,2,2,2,23,229,90.9,2.83,0,488:00,29280
https://en.khl.ru/players/1/,Evgeny Lobanov,Goalie,Regular season,2012/2013,Avtomobilist (Ekaterinburg),40.0,28,0,0,0,882,3,21,3,89,793,89.9,3.49,1,1531:52,91912
https://en.khl.ru/players/1/,Evgeny Lobanov,Goalie,Regular season,2011/2012,Avtomobilist (Ekaterinburg),40.0,31,0,0,2,904,9,16,4,81,823,91.0,2.81,3,1727:39,103659
https://en.khl.ru/players/1/,Evgeny Lobanov,Goalie,Regular season,2009/2010,Torpedo (Nizhny Novgorod Region),41.0,9,0,0,0,200,3,2,0,20,180,90.0,3.2,0,375:30,22530
https://en.khl.ru/players/1/,Evgeny Lobanov,Goalie,Regular season,2008/2009,Torpedo (Nizhny Novgorod Region),41.0,13,0,0,2,337,6,3,2,31,306,90.8,2.66,1,699:31,41971
https://en.khl.ru/players/22127/,Anders Lindback,Goalie,Playoffs,2020/2021,Jokerit (Helsinki),39.0,4,0,0,0,139,0,4,0,13,126,90.6,3.06,0,255:13,15313
https://en.khl.ru/players/22127/,Anders Lindback,Goalie,Regular season,2020/2021,Jokerit (Helsinki),39.0,23,0,0,12,676,10,9,2,55,621,91.9,2.45,1,1344:28,80668
https://en.khl.ru/players/22127/,Anders Lindback,Goalie,Playoffs,2019/2020,Torpedo (Nizhny Novgorod Region),39.0,1,0,0,0,29,0,1,0,3,26,89.7,3.0,0,60:00,3600
https://en.khl.ru/players/22127/,Anders Lindback,Goalie,Regular season,2019/2020,Torpedo (Nizhny Novgorod Region),39.0,36,0,0,4,1032,17,17,0,79,953,92.3,2.39,2,1979:38,118778
https://en.khl.ru/players/14674/,Alexander Lazushin,Goalie,Regular season,2020/2021,Dinamo (Riga),30.0,4,0,0,0,97,0,3,0,13,84,86.6,4.49,0,173:39,10419
https://en.khl.ru/players/14674/,Alexander Lazushin,Goalie,Regular season,2020/2021,Kunlun Red Star (Beijing),40.0,1,0,0,0,32,0,1,0,7,25,78.1,7.07,0,59:25,3565
https://en.khl.ru/players/14674/,Alexander Lazushin,Goalie,Regular season,2020/2021,Summary:,,5,0,0,0,129,0,4,0,20,109,84.5,5.15,0,233:04,13984
https://en.khl.ru/players/14674/,Alexander Lazushin,Goalie,Playoffs,2019/2020,Lokomotiv (Yaroslavl),88.0,3,0,0,0,66,0,2,0,9,57,86.4,3.81,0,141:51,8511
https://en.khl.ru/players/14674/,Alexander Lazushin,Goalie,Regular season,2019/2020,Lokomotiv (Yaroslavl),88.0,25,0,0,6,634,13,8,0,46,588,92.7,2.07,4,1334:59,80099
https://en.khl.ru/players/14674/,Alexander Lazushin,Goalie,Regular season,2018/2019,Kunlun Red Star (Beijing),40.0,39,0,0,8,1145,12,22,5,93,1052,91.9,2.48,5,2250:32,135032
https://en.khl.ru/players/14674/,Alexander Lazushin,Goalie,Regular season,2017/2018,Lada (Togliatti),40.0,31,0,0,0,864,10,18,0,66,798,92.4,2.34,3,1689:28,101368
https://en.khl.ru/players/14674/,Alexander Lazushin,Goalie,Regular season,2016/2017,OHC Dynamo (Moscow),40.0,23,0,1,2,561,10,9,3,45,516,92.0,2.18,2,1239:00,74340
https://en.khl.ru/players/14674/,Alexander Lazushin,Goalie,Regular season,2015/2016,OHC Dynamo (Moscow),40.0,29,0,1,2,698,14,11,4,52,646,92.6,1.82,3,1711:00,102660
https://en.khl.ru/players/14674/,Alexander Lazushin,Goalie,Playoffs,2014/2015,OHC Dynamo (Moscow),40.0,10,0,0,0,253,5,5,0,16,237,93.7,1.63,2,587:23,35243
https://en.khl.ru/players/14674/,Alexander Lazushin,Goalie,Regular season,2014/2015,OHC Dynamo (Moscow),40.0,21,0,1,0,518,13,3,1,28,490,94.6,1.45,5,1156:59,69419
